Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
09.4;Servicios recreativos y culturales;Grupos;2024-08-01;4716.451;4.00;234.90;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2024-08-01;4115.621;9.30;203.50;Patagonia
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;6964.438;5.80;212.10;Pampeana
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;7791.341;5.10;201.60;Noreste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;7012.819;3.70;197.50;Noroeste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;7497.394;4.00;229.40;Cuyo
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;7161.89;4.00;212.70;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;7380.963;5.10;223.60;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;7047.883;6.70;211.20;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;7643.134;5.60;214.40;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;8062.507;6.40;225.60;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;7315.278;7.30;252.60;Patagonia
12.1;Cuidado personal;Grupos;2024-08-01;7240.082;2.20;313.50;Pampeana
12.1;Cuidado personal;Grupos;2024-08-01;7445.467;2.10;286.40;Noreste
12.1;Cuidado personal;Grupos;2024-08-01;6950.893;0.80;303.10;Noroeste
12.1;Cuidado personal;Grupos;2024-08-01;7118.257;1.00;315.90;Cuyo
12.1;Cuidado personal;Grupos;2024-08-01;7780.761;2.40;352.50;Patagonia
01.1.1;Pan y cereales;Clase;2024-08-01;7846.468;3.60;253.60;Pampeana
01.1.1;Pan y cereales;Clase;2024-08-01;7178.801;2.10;222.00;Noreste
01.1.1;Pan y cereales;Clase;2024-08-01;7443.073;2.60;232.00;Noroeste
01.1.1;Pan y cereales;Clase;2024-08-01;7680.326;4.10;231.90;Cuyo
01.1.1;Pan y cereales;Clase;2024-08-01;7468.912;3.30;275.50;Patagonia
01.1.2;Carnes y derivados;Clase;2024-08-01;6865.545;3.80;206.00;Pampeana
01.1.2;Carnes y derivados;Clase;2024-08-01;6665.094;6.10;189.90;Noreste
01.1.2;Carnes y derivados;Clase;2024-08-01;6769.853;4.20;195.30;Noroeste
01.1.2;Carnes y derivados;Clase;2024-08-01;6975.207;4.20;213.90;Cuyo
01.1.2;Carnes y derivados;Clase;2024-08-01;6464.702;6.50;221.20;Patagonia
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;8271.907;3.90;260.30;Pampeana
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;8247.954;2.90;233.60;Noreste
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;7921.748;3.30;227.80;Noroeste
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;8161.451;3.10;237.40;Cuyo
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;8509.38;2.60;264.30;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7224.068;2.20;264.40;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7437.356;1.70;159.70;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7736.443;0.90;219.00;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7451.232;3.50;266.00;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7483.99;1.80;283.70;Patagonia
01.1.6;Frutas;Clase;2024-08-01;6988.558;2.20;201.80;Pampeana
01.1.6;Frutas;Clase;2024-08-01;6578.212;1.30;197.20;Noreste
01.1.6;Frutas;Clase;2024-08-01;6313.785;4.60;197.60;Noroeste
01.1.6;Frutas;Clase;2024-08-01;6583.929;1.30;197.70;Cuyo
01.1.6;Frutas;Clase;2024-08-01;6944.933;2.40;214.30;Patagonia
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;10289.53;6.10;275.80;Pampeana
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;10028.61;15.10;258.00;Noreste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;10436.29;13.80;270.10;Noroeste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;12761.19;17.60;310.10;Cuyo
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;9586.227;10.70;292.10;Patagonia
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;7319.818;3.50;176.90;Pampeana
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;7132.825;3.40;101.80;Noreste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;7094.224;0.80;114.80;Noroeste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;7002.815;2.80;140.80;Cuyo
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;7232.12;2.00;186.10;Patagonia
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;7813.253;1.80;227.50;Pampeana
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;7269.622;-0.90;185.30;Noreste
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;7629.166;1.30;228.30;Noroeste
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;8114.685;2.80;254.30;Cuyo
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;8473.064;0.80;256.70;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;6980.554;3.10;307.70;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;6586.211;3.00;234.10;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;6371.655;0.70;252.70;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;6987.368;2.10;286.30;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;7792.387;3.00;338.30;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;3119.414;10.00;218.70;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;3107.292;6.90;197.70;Noreste
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;2737.199;8.30;204.80;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;3248.13;10.00;213.70;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;2157.273;8.40;150.70;Patagonia
06.4.1;Gastos de prepagas;Clase;2024-08-01;6115.042;5.80;267.50;Pampeana
06.4.1;Gastos de prepagas;Clase;2024-08-01;5437.409;8.10;246.50;Noreste
06.4.1;Gastos de prepagas;Clase;2024-08-01;4850.97;5.10;231.30;Noroeste
06.4.1;Gastos de prepagas;Clase;2024-08-01;6122.286;5.00;249.20;Cuyo
06.4.1;Gastos de prepagas;Clase;2024-08-01;5833.285;3.50;249.20;Patagonia
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6600.516;2.60;290.00;Pampeana
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6440.254;2.40;273.70;Noreste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6160.302;3.20;289.10;Noroeste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6278.81;2.50;277.00;Cuyo
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6915.678;3.00;289.80;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;2024-08-01;6822.401;4.10;239.60;GBA
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-08-01;7642.373;2.90;241.80;GBA
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-08-01;5298.91;3.10;236.60;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-08-01;6139.89;2.10;164.20;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-08-01;5852.207;6.10;285.00;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-08-01;6485.467;4.20;207.20;GBA
06;Salud;Nivel general y divisiones COICOP;2024-08-01;7408.462;4.40;246.60;GBA
07;Transporte;Nivel general y divisiones COICOP;2024-08-01;6867.037;6.90;283.90;GBA
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-08-01;6202.599;4.60;324.90;GBA
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-08-01;6500.21;3.10;228.60;GBA
10;Educaci�n;Nivel general y divisiones COICOP;2024-08-01;5813.661;6.70;221.10;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-08-01;7408.764;4.60;228.40;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-08-01;6534.029;2.50;278.60;GBA
01.1;Alimentos;Grupos;2024-08-01;7818.788;2.90;237.00;GBA
01.2;Bebidas no alcoh�licas;Grupos;2024-08-01;6487.114;2.80;285.00;GBA
02.1;Bebidas alcoh�licas;Grupos;2024-08-01;5975.831;2.60;232.70;GBA
02.2;Tabaco;Grupos;2024-08-01;4779.758;3.60;240.40;GBA
03.1;Prendas de vestir y materiales;Grupos;2024-08-01;6190.077;2.00;155.60;GBA
03.2;Calzado;Grupos;2024-08-01;5992.068;2.40;194.20;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-08-01;3694.795;10.10;226.10;GBA
04.3;Mantenimiento y reparaci�n de la vivienda;Grupos;2024-08-01;7345.96;3.60;196.80;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2024-08-01;9259.631;4.00;371.30;GBA
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-08-01;5780.122;5.70;239.20;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-08-01;9680.669;2.90;233.20;GBA
07.1;Adquisici�n de veh�culos;Grupos;2024-08-01;9939.762;2.00;226.00;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-08-01;6605.653;4.40;291.80;GBA
07.3;Transporte p�blico;Grupos;2024-08-01;5299.986;18.00;365.10;GBA
08.3;Servicios de telefon�a e internet;Grupos;2024-08-01;6101.46;4.40;329.40;GBA
09.1;Equipos audiovisuales, fotogr�ficos y de procesamiento de la informaci�n;Grupos;2024-08-01;6049.763;0.60;194.90;GBA
09.4;Servicios recreativos y culturales;Grupos;2024-08-01;5583.834;6.50;241.80;GBA
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-08-01;7593.207;3.80;231.50;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-08-01;7480.864;5.40;233.10;GBA
12.1;Cuidado personal;Grupos;2024-08-01;6824.193;2.30;291.90;GBA
01.1.1;Pan y cereales;Clase;2024-08-01;7561.029;4.30;254.30;GBA
01.1.2;Carnes y derivados;Clase;2024-08-01;6949.286;4.00;205.20;GBA
01.1.4;Leche, productos l�cteos y huevos;Clase;2024-08-01;8661.948;4.80;261.90;GBA
01.1.5;Aceites, grasas y manteca;Clase;2024-08-01;7615.914;1.80;303.20;GBA
01.1.6;Frutas;Clase;2024-08-01;6696.284;0.90;194.50;GBA
01.1.7;Verduras, tub�rculos y legumbres;Clase;2024-08-01;11086.69;-2.70;287.00;GBA
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2024-08-01;6893.166;3.90;195.10;GBA
01.2.1;Caf�, t�, yerba y cacao;Clase;2024-08-01;7733.196;2.10;240.30;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2024-08-01;6137.689;3.00;303.80;GBA
04.1.1;Alquiler de la vivienda;Clase;2024-08-01;3873.054;14.10;246.90;GBA
06.4.1;Gastos de prepagas;Clase;2024-08-01;6117.495;6.20;279.60;GBA
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2024-08-01;6210.71;4.10;318.70;GBA
0;Nivel general;Nivel general y divisiones COICOP;2024-09-01;7145.08;3.20;206.60;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;2024-09-01;7201.27;3.30;195.10;Noreste
0;Nivel general;Nivel general y divisiones COICOP;2024-09-01;7183.891;3.40;198.80;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;2024-09-01;7290.122;3.00;208.60;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;2024-09-01;7050.506;3.70;209.10;Patagonia
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-09-01;7829.247;2.40;199.60;Pampeana
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-09-01;7505.126;2.40;173.40;Noreste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-09-01;7545.451;2.10;184.60;Noroeste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-09-01;7978.34;1.80;195.40;Cuyo
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2024-09-01;7676.259;3.10;209.60;Patagonia
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-09-01;5508.704;2.00;201.80;Pampeana
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-09-01;5751.771;1.70;180.10;Noreste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-09-01;5317.878;1.50;185.00;Noroeste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-09-01;5209.641;1.50;191.70;Cuyo
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2024-09-01;5389.855;1.90;208.90;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-09-01;6269.533;4.90;149.30;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-09-01;5596.436;4.60;146.00;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-09-01;5783.391;5.10;135.10;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-09-01;5736.078;5.80;148.80;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2024-09-01;6001.813;4.00;151.30;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-09-01;5819.94;7.20;291.70;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-09-01;8257.924;7.80;301.40;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-09-01;8717.175;9.80;340.00;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-09-01;7300.831;7.90;335.30;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2024-09-01;6761.399;6.40;286.40;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-09-01;6762.099;2.50;193.60;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-09-01;6766.785;2.10;173.80;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-09-01;6638.539;2.50;186.40;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-09-01;6779.169;3.50;196.10;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2024-09-01;7085.719;3.00;193.40;Patagonia
06;Salud;Nivel general y divisiones COICOP;2024-09-01;8503.791;3.20;223.10;Pampeana
06;Salud;Nivel general y divisiones COICOP;2024-09-01;8688.462;4.00;215.80;Noreste
06;Salud;Nivel general y divisiones COICOP;2024-09-01;8439.231;3.20;213.50;Noroeste
06;Salud;Nivel general y divisiones COICOP;2024-09-01;8954.072;3.40;216.10;Cuyo
06;Salud;Nivel general y divisiones COICOP;2024-09-01;8048.392;4.40;220.90;Patagonia
07;Transporte;Nivel general y divisiones COICOP;2024-09-01;7972.137;2.60;231.20;Pampeana
07;Transporte;Nivel general y divisiones COICOP;2024-09-01;8264.283;2.30;240.20;Noreste
07;Transporte;Nivel general y divisiones COICOP;2024-09-01;7390.383;3.30;247.10;Noroeste
07;Transporte;Nivel general y divisiones COICOP;2024-09-01;8067.896;1.40;233.50;Cuyo
07;Transporte;Nivel general y divisiones COICOP;2024-09-01;8091.732;4.10;216.90;Patagonia
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-09-01;6328.45;3.00;290.90;Pampeana
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-09-01;6462.148;1.80;300.40;Noreste
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-09-01;6504.045;2.10;269.80;Noroeste
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-09-01;5876.825;3.20;291.70;Cuyo
08;Comunicaci�n;Nivel general y divisiones COICOP;2024-09-01;5401.927;4.80;283.90;Patagonia
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-09-01;6287.213;2.00;185.80;Pampeana
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-09-01;6393.723;4.90;201.30;Noreste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-09-01;6175.851;2.50;182.30;Noroeste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-09-01;6126.228;2.30;178.20;Cuyo
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2024-09-01;6156.485;3.10;168.70;Patagonia
10;Educaci�n;Nivel general y divisiones COICOP;2024-09-01;4493.638;5.30;183.70;Pampeana
10;Educaci�n;Nivel general y divisiones COICOP;2024-09-01;4561.482;3.00;197.90;Noreste
10;Educaci�n;Nivel general y divisiones COICOP;2024-09-01;5360.543;3.70;210.20;Noroeste
10;Educaci�n;Nivel general y divisiones COICOP;2024-09-01;4276.367;5.40;189.80;Cuyo
10;Educaci�n;Nivel general y divisiones COICOP;2024-09-01;4267.238;5.60;218.50;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-09-01;7607.329;3.70;194.20;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-09-01;7226.107;2.90;182.20;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-09-01;7849.493;3.20;189.50;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-09-01;8137.398;2.20;197.00;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2024-09-01;7482.934;2.90;207.90;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-09-01;6912.728;3.10;277.20;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-09-01;7350.298;2.40;250.60;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-09-01;7100.28;4.40;272.40;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-09-01;7089.917;3.90;284.30;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2024-09-01;7584.374;2.60;309.20;Patagonia
01.1;Alimentos;Grupos;2024-09-01;7880.58;2.50;195.30;Pampeana
01.1;Alimentos;Grupos;2024-09-01;7590.404;2.60;172.60;Noreste
01.1;Alimentos;Grupos;2024-09-01;7666.793;2.10;181.40;Noroeste
01.1;Alimentos;Grupos;2024-09-01;8038.833;1.60;190.60;Cuyo
01.1;Alimentos;Grupos;2024-09-01;7615.189;3.00;203.10;Patagonia
01.2;Bebidas no alcoh�licas;Grupos;2024-09-01;7376.952;2.20;247.10;Pampeana
01.2;Bebidas no alcoh�licas;Grupos;2024-09-01;6762.528;0.00;181.30;Noreste
01.2;Bebidas no alcoh�licas;Grupos;2024-09-01;6701.514;2.20;213.00;Noroeste
01.2;Bebidas no alcoh�licas;Grupos;2024-09-01;7455.857;3.00;249.10;Cuyo
01.2;Bebidas no alcoh�licas;Grupos;2024-09-01;8245.398;3.50;280.90;Patagonia
02.1;Bebidas alcoh�licas;Grupos;2024-09-01;6169.622;3.40;187.80;Pampeana
02.1;Bebidas alcoh�licas;Grupos;2024-09-01;6569.955;2.50;163.00;Noreste
02.1;Bebidas alcoh�licas;Grupos;2024-09-01;5974.479;2.50;157.90;Noroeste
02.1;Bebidas alcoh�licas;Grupos;2024-09-01;5970.14;2.80;170.30;Cuyo
02.1;Bebidas alcoh�licas;Grupos;2024-09-01;6082.208;3.80;190.20;Patagonia
02.2;Tabaco;Grupos;2024-09-01;4918.589;0.50;219.20;Pampeana
02.2;Tabaco;Grupos;2024-09-01;4711.035;0.30;216.70;Noreste
02.2;Tabaco;Grupos;2024-09-01;4805.709;0.40;217.30;Noroeste
02.2;Tabaco;Grupos;2024-09-01;4705.909;0.40;212.60;Cuyo
02.2;Tabaco;Grupos;2024-09-01;4929.23;0.40;226.20;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2024-09-01;6320.365;5.00;141.40;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2024-09-01;5777.796;5.40;140.80;Noreste
03.1;Prendas de vestir y materiales;Grupos;2024-09-01;6056.658;5.40;124.40;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2024-09-01;5362.972;6.40;137.30;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2024-09-01;6115.261;4.60;147.50;Patagonia
03.2;Calzado;Grupos;2024-09-01;6127.646;4.80;175.30;Pampeana
03.2;Calzado;Grupos;2024-09-01;5198.199;2.60;159.60;Noreste
03.2;Calzado;Grupos;2024-09-01;5210.569;4.40;166.40;Noroeste
03.2;Calzado;Grupos;2024-09-01;6722.278;4.50;177.10;Cuyo
03.2;Calzado;Grupos;2024-09-01;5738.565;2.60;161.00;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-09-01;3485.003;11.40;225.90;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-09-01;3455.751;10.70;210.80;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-09-01;3005.608;8.50;203.90;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-09-01;3526.338;8.30;212.90;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2024-09-01;2448.893;11.80;157.00;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2024-09-01;8549.486;6.50;411.30;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2024-09-01;11842.03;7.30;347.50;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2024-09-01;12807.74;8.20;393.90;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2024-09-01;11876.62;9.90;494.10;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2024-09-01;12820.65;7.00;436.90;Patagonia
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-09-01;6241.342;2.50;227.60;Pampeana
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-09-01;6272.12;0.70;208.30;Noreste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-09-01;6189.658;1.90;209.40;Noroeste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-09-01;6137.856;2.70;233.40;Cuyo
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2024-09-01;6258.098;2.80;230.00;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-09-01;10387.84;2.60;214.80;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-09-01;10367.47;2.80;213.10;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-09-01;10407.5;2.40;214.20;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-09-01;10302.63;2.80;214.10;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2024-09-01;10668.64;3.40;218.10;Patagonia
07.1;Adquisici�n de veh�culos;Grupos;2024-09-01;10169.27;1.20;181.40;Pampeana
07.1;Adquisici�n de veh�culos;Grupos;2024-09-01;9722.874;2.70;177.50;Noreste
07.1;Adquisici�n de veh�culos;Grupos;2024-09-01;10385.2;2.70;171.50;Noroeste
07.1;Adquisici�n de veh�culos;Grupos;2024-09-01;10353.14;0.50;177.50;Cuyo
07.1;Adquisici�n de veh�culos;Grupos;2024-09-01;9745.816;0.80;171.30;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-09-01;6964.35;2.60;243.80;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-09-01;6874.742;3.00;226.60;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-09-01;6540.805;2.80;234.90;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-09-01;6658.675;2.50;213.10;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2024-09-01;7463.19;4.90;248.00;Patagonia
07.3;Transporte p�blico;Grupos;2024-09-01;7582.007;5.40;342.90;Pampeana
07.3;Transporte p�blico;Grupos;2024-09-01;9696.778;0.60;461.10;Noreste
07.3;Transporte p�blico;Grupos;2024-09-01;6996.875;5.10;428.70;Noroeste
07.3;Transporte p�blico;Grupos;2024-09-01;9386.706;0.40;488.30;Cuyo
07.3;Transporte p�blico;Grupos;2024-09-01;6322.832;13.30;328.50;Patagonia
08.3;Servicios de telefon�a e internet;Grupos;2024-09-01;6200.914;3.00;294.60;Pampeana
08.3;Servicios de telefon�a e internet;Grupos;2024-09-01;5897.816;1.90;307.50;Noreste
08.3;Servicios de telefon�a e internet;Grupos;2024-09-01;6095.172;2.20;279.60;Noroeste
08.3;Servicios de telefon�a e internet;Grupos;2024-09-01;5517.055;2.70;298.80;Cuyo
08.3;Servicios de telefon�a e internet;Grupos;2024-09-01;5129.513;5.10;288.50;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2024-09-01;4891.693;3.70;208.30;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2024-09-01;4933.975;4.20;315.80;Noreste
09.4;Servicios recreativos y culturales;Grupos;2024-09-01;5308.733;1.60;223.30;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2024-09-01;4873.367;3.30;209.60;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2024-09-01;4329.053;5.20;190.00;Patagonia
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-09-01;7222.409;3.70;181.70;Pampeana
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-09-01;8414.757;8.00;189.20;Noreste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-09-01;7353.514;4.90;171.00;Noroeste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-09-01;7812.132;4.20;189.10;Cuyo
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2024-09-01;7523.009;5.00;170.90;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-09-01;7668.676;3.90;196.80;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-09-01;7260.389;3.00;183.70;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-09-01;7893.168;3.30;190.90;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2024-09-01;8254.261;2.40;200.70;Cuyo
